st a	Latitude	Longitude	Name
1035	37.336883	127.947950	Myeongnyun-dong, Wonju-si, Gangwon, South Korea
1036	35.230250	126.862300	Konkuk-dong, Buk-gu, Gwangju, South Korea
1037	35.174300	126.932500	Duam-dong, Buk-gu, Gwangju, South Korea
1038	35.151625	126.853292	Chipyeong-dong, Gwangju, South Korea
1039	35.145830	126.923330	Seoseok-dong, Dong-gu, Gwangju, South Korea
1040	35.204130	126.807200	Oseon-dong, Gwangsan-gu, Gwangju, South Korea
1041	35.140733	126.798833	Songjeong, Gwangsan-gu, Gwangju, South Korea
1042	35.131917	126.893300	Juwol-dong, Nam-gu, Gwangju, South Korea
1043	35.156651	126.889699	Nongseong-dong, Seo-gu, Gwangju, South Korea
1044	35.176106	126.856931	Unam-dong, Gwangju, South Korea
1045	36.564350	128.728533	Nammun-dong, Andong-si, Gyeongbuk, South Korea
1046	36.369200	128.456533	Angye-myeon, Gyeongbuk, South Korea
1047	36.140317	128.113700	Sineum-dong, Gimcheon-si, Gyeongbuk, South Korea
1048	36.105233	128.384050	Gongdan-dong, Gumi-si, Gyeongbuk, South Korea
1049	36.113417	128.336333	Hyeonggok-dong, Gumi-si, Gyeongbuk, South Korea
1050	36.141100	128.439400	Industrial, Gumi-si, Gyeongbuk, South Korea
1051	36.131650	128.327700	Wonpyeong-dong, Gumi-si, Gyeongbuk, South Korea
1052	35.825000	128.743321	Jungbang-dong, Gyeongsan-si, Gyeongbuk, South Korea
1053	36.112900	128.928200	Hwabuk-myeon, Gyeongbuk, South Korea
1054	36.447433	129.287700	Jipum-myeon, Gyeongbuk, South Korea
1055	37.518267	130.797917	Taeha-dong, Gyeongbuk, South Korea
1056	37.518267	130.797917	Taeha-ri, Gyeongbuk, South Korea
1057	36.809833	128.621667	Hyucheon, Yeongju-si, Gyeongbuk, South Korea
1058	37.296283	126.888817	Bono, Ansan-si, Gyeonggi, South Korea
1059	37.332000	126.861333	Bugok-dong, Ansan-si, Gyeonggi, South Korea
1060	37.243683	126.585500	Daebu-dong, Ansan-si, Gyeonggi, South Korea
1061	37.322050	126.830400	Gojan-dong, Ansan-si, Gyeonggi, South Korea
1062	37.305083	126.833233	Hosu-dong, Ansan-si, Gyeonggi, South Korea
1063	37.331550	126.801883	Wongok, Ansan-si, Gyeonggi, South Korea
1064	37.305350	126.788467	Wonsi-dong, Ansan-si, Gyeonggi, South Korea
1065	37.006602	127.279024	Bongsan-dong, Ansung-si, Gyeonggi, South Korea
1066	37.390067	126.930667	Anyang-6dong, Anyang-si, Gyeonggi, South Korea
1067	37.394100	126.958000	Burim-dong, Anyang-si, Gyeonggi, South Korea
1068	37.381300	126.952550	Hogye-dong, Anyang-si, Gyeonggi, South Korea
1069	37.405100	126.917633	Anyang, Anyang-si, Gyeonggi, South Korea
1070	37.381600	127.102200	Baekhyeon-dong, Gyeonggi, South Korea
1071	37.519867	126.773717	Nae-dong, Bucheon-si, Gyeonggi, South Korea
1072	37.492000	126.753300	Sang, Bucheon-si, Gyeonggi, South Korea
1073	37.490117	126.785767	Simgok-dong, Bucheon-si, Gyeonggi, South Korea
1074	37.526617	126.806500	Wonjong-dong, Bucheon-si, Gyeonggi, South Korea
1075	37.917600	127.061290	Bosan-dong, Dongducheon-si, Gyeonggi, South Korea
1076	37.278133	127.031325	Dongsuwon, Gyeonggi, South Korea
1077	37.831400	127.509600	Gapyeong-eup, Gapyeong-gun, Gyeonggi, South Korea
1078	37.619278	126.716639	Sau-dong, Gimpo-si, Gyeonggi, South Korea
1079	37.691833	126.597139	Tongjin-eup, Gimpo-si, Gyeonggi, South Korea
1080	37.607472	126.763194	Gochon-myeon, Gimpo-si, Gyeonggi, South Korea
1081	37.624972	126.842417	Haengsin-dong, Goyang-si, Gyeonggi, South Korea
1082	37.685570	126.813430	Siksa-dong, Goyang-si, Gyeonggi, South Korea
1083	37.532500	127.113744	Gugal-dong, Gyeonggi, South Korea
1084	37.353683	126.945200	Dang-dong, Gunpo-si, Gyeonggi, South Korea
1085	37.344533	126.936017	Sanbon-dong, Gunpo-si, Gyeonggi, South Korea
1086	37.618450	127.138321	Donggu-dong, Guri-si, Gyeonggi, South Korea
1087	37.595361	127.136472	Gyomun-dong, Guri-si, Gyeonggi, South Korea
1088	37.423917	126.994250	Byeoryang-dong, Gwacheon-si, Gyeonggi, South Korea
1089	37.449083	127.003533	Gwacheon-dong, Gwacheon-si, Gyeonggi, South Korea
1090	37.411083	127.257889	Gyeongan-dong, Gwangju-si, Gyeonggi, South Korea
1091	37.476250	126.869783	Cheolsan-dong, Gwangmyeong-si, Gyeonggi, South Korea
1092	37.452242	126.884899	Sohadong, Gwangmyeong-si, Gyeonggi, South Korea
1093	38.123833	127.252350	Gwanin-myeon, Gyeonggi, South Korea
1094	37.505472	126.758361	Gyenamgongwon, Gyeonggi, South Korea
1095	37.539333	127.214056	Sinjang-dong, Hanam-si, Gyeonggi, South Korea
1096	37.196921	127.072300	Dongtan-dong, Hwaseong-si, Gyeonggi, South Korea
1097	37.211917	126.823528	Namyang-dong, Hwaseong-si, Gyeonggi, South Korea
1098	37.132444	126.920500	Hyangnam, Hwaseong-si, Gyeonggi, South Korea
1099	37.280667	127.451483	Changjeon-dong, Icheon-si, Gyeonggi, South Korea
1100	37.316656	126.828117	Jungangro1, Gyeonggi, South Korea
1101	37.651989	126.777889	Maduyeok, Gyeonggi, South Korea
1102	37.433150	127.129097	Moranyeok, Gyeonggi, South Korea
1103	37.635750	127.216083	Geumgok-dong, Namnyangju-si, Gyeonggi, South Korea
1104	37.158778	127.077528	Osan-dong, Osan-si, Gyeonggi, South Korea
1105	37.756361	126.773861	Geumchon-dong, Paju-si, Gyeonggi, South Korea
1106	37.853400	127.159100	Seondan-dong, Pocheon-si, Gyeonggi, South Korea
1107	36.985703	126.931939	Anjung, Pyeongtaek-si, Gyeonggi, South Korea
1108	36.974605	126.845540	Pyeongtaekhang, Pyeongtaek-si, Gyeonggi, South Korea
1109	36.992306	127.112528	Bijeon-dong, Pyeongtaek-si, Gyeonggi, South Korea
1110	37.138467	127.546450	Seolseong-myeon, Gyeonggi, South Korea
1111	37.457194	127.131167	Bokjeong-dong, Seongnam-si, Gyeonggi, South Korea
1112	37.449444	127.155361	Dandae-dong, Seongnam-si, Gyeonggi, South Korea
1113	37.361417	127.444917	Jeongja, Seongnam-si, Gyeonggi, South Korea
1114	37.395170	127.174030	Sangdaewon-dong, Seongnam-si, Gyeonggi, South Korea
1115	37.432861	127.164500	sangdaewon1-dong, Seongnam-si, Gyeonggi, South Korea
1116	37.382556	127.118972	Sunae-dong, Seongnam-si, Gyeonggi, South Korea
1117	37.443100	126.788417	Daeya-dong, Siheung-si, Gyeonggi, South Korea
1118	37.346267	126.740133	Jeongwang-dong, Siheung-si, Gyeonggi, South Korea
1119	37.336667	126.724817	Sihwa, Siheung-si, Gyeonggi, South Korea
1120	37.295400	126.977450	Cheoncheon-dong, Suwon-si, Gyeonggi, South Korea
1121	37.252567	126.976600	Gosaek-dong, Suwon-si, Gyeonggi, South Korea
1122	37.283550	126.976600	Sinpung-dong, Suwon-si, Gyeonggi, South Korea
1123	37.263417	127.029167	Ingye-dong, Suwon-si, Gyeonggi, South Korea
1124	37.285500	127.029500	Uman-dong, Suwon-si, Gyeonggi, South Korea
1125	37.246983	127.056433	Yeongtong-dong, Suwon-si, Gyeonggi, South Korea
1126	37.735583	127.040806	Uijeongbu, Uijeongbu-si, Gyeonggi, South Korea
1127	37.746333	127.047694	Uijeongbu, Uijeongbu-si, Gyeonggi, South Korea
1128	37.319400	126.950350	Bugok, Uiwang-si, Gyeonggi, South Korea
1129	37.347833	126.976000	Gocheon-dong, Uiwang-si, Gyeonggi, South Korea
1130	37.824667	126.983528	Gwangjeok-myeon, Yangju-si, Gyeonggi, South Korea
1131	37.698672	127.204729	Onam-eup, Yangju-si, Gyeonggi, South Korea
1132	37.487210	127.596190	Yangpyeong-gunchung, Yangpyeong-gun, Gyeonggi, South Korea
1133	37.299200	127.626800	Yeoju-eup, Yeoju-gun, Gyeonggi, South Korea
1134	38.096400	127.070500	Yeoncheon-eup, Yeoncheon-gun, Gyeonggi, South Korea
1135	37.280483	127.115067	Giheung, Yongin-si, Gyeonggi, South Korea
1136	37.327950	127.094967	Suji, Yongin-si, Gyeonggi, South Korea
1137	37.233983	127.202083	Gimnyangjang-dong, Yongin-si, Gyeonggi, South Korea
1138	35.217500	128.602500	Bongam-dong, Changwon-si, Gyeongnam, South Korea
1139	35.218150	128.574250	Hoewon-dong, Changwon-si, Gyeongnam, South Korea
1140	35.243417	128.641750	Myeongseo-dong, Changwon-si, Gyeongnam, South Korea
1141	35.371633	128.676483	Daesan-myeon, Gyeongnam, South Korea
1142	35.066944	127.751389	Hadongeup, Hadong-gun, Gyeongnam, South Korea
1143	35.198267	128.078050	Sangbong-dong, Jinju-si, Gyeongnam, South Korea
1144	35.210200	128.124100	Sangdae-dong, Jinju-si, Gyeongnam, South Korea
1145	35.193333	128.084167	Daean-dong, Jinju-si, Gyeongnam, South Korea
1146	35.643167	127.910500	Namsang-myeon, Gyeongnam, South Korea
1147	37.938413	124.645669	Baekryeongdo, Incheon, South Korea
1148	37.500000	126.724167	Bupyeong, Bupyeong-gu, Incheon, South Korea
1149	37.482874	126.704943	Bupyeongyeok, Incheon, South Korea
1150	37.233317	126.315933	Deokjeokdo, Incheon, South Korea
1151	37.473818	126.643199	Songlim-dong, Dong-gu, Incheon, South Korea
1152	37.764444	126.463333	Songhae, Ganghwa-gun, Incheon, South Korea
1153	37.546111	126.730278	Gyesan, Gyeyang-gu, Incheon, South Korea
1154	37.468333	126.635000	Sinheung-dong, Jung-gu, Incheon, South Korea
1155	37.496590	126.487769	Unseo, Jung-gu, Incheon, South Korea
1156	37.463889	126.650000	Sungui, Nam-gu, Incheon, South Korea
1157	37.449722	126.724167	Guwol, Namdong-gu, Incheon, South Korea
1158	37.404167	126.726111	Nonhyeon, Namdong-gu, Incheon, South Korea
1159	37.404839	126.697158	Gojan, Namdong-gu, Incheon, South Korea
1160	37.502778	126.674722	Seongnam, Seo-gu, Incheon, South Korea
1161	37.602222	126.661389	Geomdan, Seo-gu, Incheon, South Korea
1162	37.594100	126.698600	Wondang, Seo-gu, Incheon, South Korea
1163	37.545556	126.675833	Yeonhui, Seo-gu, Incheon, South Korea
1164	37.457778	126.690833	Seokbawi, Incheon, South Korea
1165	37.708050	126.281350	Seokmo-ri, Incheon, South Korea
1166	37.480664	126.635820	Songhyeon, Incheon, South Korea
1167	37.409493	126.678309	Dongchun, Yeonsu-gu, Incheon, South Korea
1168	33.292278	126.161833	Gosan-ri, Jeju, South Korea
1169	33.500333	126.532222	Ido-dong, Jeju-si, Jeju, South Korea
1170	33.489278	126.500194	yeon, Jeju-si, Jeju, South Korea
1171	33.251306	126.567028	Donghong-dong, Seogwipo-si, Jeju, South Korea
1172	35.837667	127.132369	Geumam-dong, Jeonbuk, South Korea
1173	35.437300	126.713000	Gochang-gun, Jeonbuk, South Korea
1174	35.964433	126.754533	Gaejeong-dong, Gunsan-si, Jeonbuk, South Korea
1175	35.973333	126.651417	Soryong-dong, Gunsan-si, Jeonbuk, South Korea
1176	35.972850	126.700733	Sinpung-dong, Gunsan-si, Jeonbuk, South Korea
1177	35.945317	126.960200	Namjung-dong, Iksan-si, Jeonbuk, South Korea
1178	35.961633	127.004233	Palbong-dong, Iksan-si, Jeonbuk, South Korea
1179	35.570267	126.849067	Yeonji-dong, Jeongeup-si, Jeonbuk, South Korea
1180	35.851533	127.087000	Palbok-dong, Jeonju-si, Jeonbuk, South Korea
1181	35.807167	127.119433	Taepyeong-dong, Jeonju-si, Jeonbuk, South Korea
1182	35.823500	127.140600	Samcheon-dong, Jeonju-si, Jeonbuk, South Korea
1183	35.407650	127.384600	Jukhang-dong, Namwon-si, Jeonbuk, South Korea
1184	35.610533	127.186217	Unam-myeon, Jeonbuk, South Korea
1185	34.980867	127.582250	Chilseong-ri, Gwangyang-si, Jeonnam, South Korea
1186	34.940333	127.698000	Jung-dong, Gwangyang-si, Jeonnam, South Korea
1187	34.941650	127.755383	Taein-dong, Gwangyang-si, Jeonnam, South Korea
1188	35.020050	127.719717	Jinsang-myeon, Gwangyang-si, Jeonnam, South Korea
1189	34.804279	126.434570	Mokpo-si, Jeonnam, South Korea
1190	34.805983	126.391617	Yongdang-dong, Mokpo-si, Jeonnam, South Korea
1191	35.177167	127.175167	Songdan-ri, Jeonnam, South Korea
1192	34.893490	127.572991	Hoduri, Suncheon-si, Jeonnam, South Korea
1193	34.885489	127.509786	Soonchunman, Suncheon-si, Jeonnam, South Korea
1194	34.950600	127.487350	Jangcheon-dong, Suncheon-si, Jeonnam, South Korea
1195	34.947102	127.518575	Yeonhyang-dong, Suncheon-si, Jeonnam, South Korea
1196	34.766750	126.439350	Nabul-ri, Yeongam-gun, Jeonnam, South Korea
1197	34.753900	127.746800	Deokchung-dong, Yeosu-si, Jeonnam, South Korea
1198	34.746958	127.727923	Gwangmu-dong, Yeosu-si, Jeonnam, South Korea
1199	34.754417	127.702883	Munsu-dong, Yeosu-si, Jeonnam, South Korea
1200	34.850083	127.731933	Wollae-dong, Yeosu-si, Jeonnam, South Korea
1201	34.787623	127.653681	Yeocheon-dong, Yeosu-si, Jeonnam, South Korea
1202	37.568650	126.998083	Cheonggyecheon, Seoul, South Korea
1203	37.580167	127.044856	Cheongryang-ri, Seoul, South Korea
1204	37.654278	127.029333	Dobong-gu, Seoul, South Korea
1205	37.576169	127.029642	Dongdaemun-gu, Seoul, South Korea
1206	37.565489	127.007775	Dongdaemun, Seoul, South Korea
1207	37.480989	126.971547	Dongjak-gu, Seoul, South Korea
1208	37.492107	126.983246	Dongjakdaero Jungangcharo, Seoul, South Korea
1209	37.610583	126.933144	Bulgwang-dong, Eunpyeong-gu, Seoul, South Korea
1210	37.637903	127.029119	Gangbuk-gu, Seoul, South Korea
1211	37.539283	127.040943	Gangbyeonbukro, Seoul, South Korea
1212	37.545089	127.136806	Gangdong-gu, Seoul, South Korea
1213	37.496978	127.056558	Gangnam-gu, Seoul, South Korea
1214	37.544656	126.835094	Gangseo-gu, Seoul, South Korea
1215	37.452386	126.908333	Geumcheon-gu, Seoul, South Korea
1216	37.534035	127.139172	Gil-dong, Seoul, South Korea
1217	37.562822	126.826072	Gonghangro, Seoul, South Korea
1218	37.480178	126.892606	Guro-gu, Seoul, South Korea
1219	37.488242	126.927089	Gwanak-gu, Seoul, South Korea
1220	37.544639	127.095706	Gwangjin-gu, Seoul, South Korea
1221	37.572025	127.005028	Jongno-gu, Seoul, South Korea
1222	37.570633	126.996783	Jongro, Seoul, South Korea
1223	37.564639	126.975961	Jung-gu, Seoul, South Korea
1224	37.584953	127.094283	Jungnang-gu, Seoul, South Korea
1225	37.550133	126.945167	Mapo-gu, Seoul, South Korea
1226	37.607700	127.002200	Naebusunhwanro, Seoul, South Korea
1227	37.658850	127.068450	Nowon-gu, Seoul, South Korea
1228	37.504547	126.994611	Seocho-gu, Seoul, South Korea
1229	37.576578	126.937972	Seodaemun-gu, Seoul, South Korea
1230	37.606667	127.027264	Seongbuk-gu, Seoul, South Korea
1231	37.543106	127.041278	Seongdong-gu, Seoul, South Korea
1232	37.549389	126.971519	Seouryeok, Seoul, South Korea
1233	37.554936	126.937619	Sinchon, Seoul, South Korea
1234	37.516083	127.019694	Sinsa-dong, Seoul, South Korea
1235	37.521597	127.124264	Songpa-gu, Seoul, South Korea
1236	37.617315	127.075319	Taereung, Seoul, South Korea
1237	37.523286	126.858689	Yangcheon-gu, Seoul, South Korea
1238	37.482867	127.035621	Yangjaejungangcharo, Seoul, South Korea
1239	37.525000	126.897403	Yeongdeungpo-gu, Seoul, South Korea
1240	37.520222	126.904967	Yeongdeungpo, Seoul, South Korea
1241	37.540314	127.005083	Yongsan-gu, Seoul, South Korea
1242	24.880182	102.832861	Kunming
1243	39.538047	116.683752	Langfang
1244	36.061255	103.834377	Lanzhou
1245	18.742567	109.178098	Ledongxian
1246	29.645554	91.140856	Lhasa
1247	34.596544	119.221282	Lianyungang
1248	36.456704	115.985371	Liaocheng
1249	41.267244	123.236944	Liaoyang
1250	30.274085	120.155070	Linan
1251	35.104672	118.356448	Linyi
1252	28.467630	119.922796	Lishui
1253	24.325502	109.415953	Liuzhou
1254	37.517086	111.143765	Luliang
1255	34.618452	112.454290	Luoyang
1256	28.871820	105.442347	Luzhou
1257	31.670452	118.506760	Maanshan
1258	22.195833	113.544722	Calcada do Poco, Macau
1259	22.158083	113.554591	Parque Central da Taipa, Macau
1260	22.213889	113.542778	Subestacao Macau Norte, Macau
1261	22.160000	113.565000	Taipa Grande, Macau
1262	21.662999	110.925456	Maoming
1263	24.288615	116.122239	Meizhou
1264	31.467450	104.679114	Mianyang
1265	44.551653	129.633169	Mudanjiang
1266	28.683213	115.858121	Nanchang
1267	30.837793	106.110698	Nanchong
1268	32.060255	118.796877	Nanjing
1269	22.817239	108.366129	Nanning
1270	31.980175	120.894339	Nantong
1271	30.162295	121.237993	Cixi EPB, Ningbo
1272	30.176785	121.257829	Cixi Experimently Primary School, Ningbo
1273	29.893860	121.948703	Daxie Literary Museum, Ningbo
1274	29.662833	121.409557	Fenghua EPB, Ningbo
1275	29.951757	121.716413	Longsai Hospital, Ningbo
1276	29.285131	121.424364	Chengnan Primary School, Ninghai, Ningbo
1277	29.292715	121.434802	Yuelong station, Ninghai, Ningbo
1278	29.790748	121.648286	Qianhu water plant, Ningbo
1279	29.902073	121.823453	Beilun District EPB, Ningbo
1280	29.887285	121.558574	Sanjiang secondary schools, Ningbo
1281	29.864991	121.528581	Qianhu shuihan, Ningbo
1282	29.896367	121.616171	Municipal management station, Ningbo
1283	29.860809	121.589644	Taigu Primary School, Ningbo
1284	29.899397	121.617820	Ningbo
1285	29.898707	121.536958	Wanli University, Ningbo
1286	29.473566	121.891079	Wenfeng Primary School, Xiangshan, Ningbo
1287	29.202594	121.931921	Xingang Primary School, Xiangshan, Ningbo
1288	30.047853	121.153140	Yongsan Park, Yuyao, Ningbo
1289	30.041396	121.128917	Qilupu Water Company, Yuyao, Ningbo
1290	41.119997	122.070714	Panjin
1291	26.582347	101.718637	Panzhihua
1292	33.766190	113.192814	Pingdingshan
1293	30.402110	112.900079	Qianjiang
1294	36.067082	120.382640	Qingdao
1295	39.935377	119.600492	Qinhuangdao
1296	19.258404	110.474650	Qionghai
1297	47.354348	123.918186	Qiqihaer
1298	25.490010	103.796167	Qujing
1299	28.970080	118.859457	Quzhou
1300	35.416377	119.526888	Rizhao
1301	34.772494	111.200135	Sanmenxia
1302	18.252847	109.511909	Sanya
1303	37.383056	117.983056	Beizhong new school, Binzhou, Shandong
1304	37.367500	117.973056	Bilin compond, Binzhou, Shandong
1305	37.360833	117.996667	No.2 water factory, Binzhou, Shandong
1306	37.395556	117.937778	Keling Chemical factory, Binzhou, Shandong
1307	37.379444	118.020833	City EPA, Binzhou, Shandong
1308	37.355556	117.937500	Yinhe logistics company, Binzhou, Shandong
1309	37.466389	116.306111	Children's amuzment park, Dezhou, Shandong
1310	37.465278	116.308333	Heima group, Dezhou, Shandong
1311	37.461944	116.351667	Huayu technical school, Dezhou, Shandong
1312	37.432222	116.371389	Monitoring station, Dezhou, Shandong
1313	37.448889	116.318889	Supervision Station, Dezhou, Shandong
1314	37.478056	116.310556	Shuangyi group, Dezhou, Shandong
1315	37.444444	118.552778	Gengjin village, Dongying, Shandong
1316	37.378056	118.819167	Guangnan reservoir, Dongying, Shandong
1317	37.883056	118.516389	Hekou  district, Dongying, Shandong
1318	37.434444	118.696111	BDA, Dongying, Shandong
1319	37.472222	118.640833	Shengli hospital, Dongying, Shandong
1320	37.465833	118.502222	City environmental company, Dongying, Shandong
1321	37.431389	118.667222	City EPA, Dongying, Shandong
1322	37.441667	118.504444	Xianhe Oil Production Plant, Dongying, Shandong
1323	37.438056	118.625000	Vocational College, Dongying, Shandong
1324	35.270000	115.455000	Heze University, Heze, Shandong
1325	35.261944	115.519167	Huarun Pharmaceutical Company, Heze, Shandong
1326	35.243611	115.408611	Mudan high-tech zone, Heze, Shandong
1327	35.248889	115.422778	Bureau of Meteorology, Heze, Shandong
1328	35.237500	115.474722	Municipal CPPCC, Heze, Shandong
1329	35.223056	115.525833	Sewage treatment plant, Heze, Shandong
1330	36.724167	117.124722	Baosheng cable company, Jinan, Shandong
1331	36.548611	116.765167	Changqing District Communist Party School, Jinan, Shandong
1332	36.687222	116.988611	Chemical factory, Jinan, Shandong
1333	36.640889	116.942778	Jichuang er chang, Jinan, Shandong
1334	36.685389	117.124722	BDA, Jinan, Shandong
1335	36.611389	116.988056	Kegansuo, Jinan, Shandong
1336	36.700278	116.947778	Lanxiang technical school, Jinan, Shandong
1337	36.663000	116.945000	Agriculture Science Institute, Jinan, Shandong
1338	36.681389	117.185833	Shandong Architecture University, Jinan, Shandong
1339	36.592778	117.024167	Shandong luneng, Jinan, Shandong
1340	36.685278	117.060278	Provincial Seed Warehouse, Jinan, Shandong
1341	36.662222	117.048611	City Monitoring Station, Jinan, Shandong
1342	35.390889	116.547611	Electrochemical Factory, Jining, Shandong
1343	35.436778	116.637611	BDA Huojucheng, Jining, Shandong
1344	35.442778	116.596389	Agricultural School, Jining, Shandong
1345	35.390889	116.657611	Rencheng BDA, Jining, Shandong
1346	35.425056	116.693611	Shengdi Hollidays Resort, Jining, Shandong
1347	35.408889	116.618611	City Monitoring Station, Jining, Shandong
1348	35.364778	116.603889	Sewage treatment plant, Jining, Shandong
1349	36.066944	117.866111	Gangcheng EPA, Laiwu, Shandong
1350	36.266111	117.646944	Nursing home, Laiwu, Shandong
1351	36.208056	117.725000	Risheng International School, Laiwu, Shandong
1352	36.228889	117.688889	City EPA, Laiwu, Shandong
1353	36.205000	117.695000	Vegetable oil factory, Laiwu, Shandong
1354	36.444444	115.966111	Dongchang District Government, Liaocheng, Shandong
1355	36.456667	115.996667	Light Machinery Factory No. 2, Liaocheng, Shandong
1356	36.431944	115.951389	Customs, Liaocheng, Shandong
1357	36.471111	115.954722	Hongshun Garden, Liaocheng, Shandong
1358	36.459167	116.037778	BDA, Liaocheng, Shandong
1359	36.479444	115.983611	City committee communist party school, Liaocheng, Shandong
1360	35.089722	118.402333	Hedong insurance company, Linyi, Shandong
1361	34.999444	118.251667	Hongfu Baijiu Factory, Linyi, Shandong
1362	35.010556	118.430000	Jianghua vehicule center, Linyi, Shandong
1363	35.115278	118.287778	Linyi University, Linyi, Shandong
1364	35.062222	118.293889	Lunan Pharmaceutical Factory, Linyi, Shandong
1365	35.105278	118.347778	City EPA (Nanfang), Linyi, Shandong
1366	34.981667	118.276389	Xinguang woolen factory, Linyi, Shandong
1367	35.057222	118.341667	Yihe compound, Linyi, Shandong
1368	36.308156	120.394920	Chengyang District No. 1, Qingdao, Shandong
1369	35.958797	120.185909	Huangdao District No. 1, Qingdao, Shandong
1370	35.970289	120.155109	Huangdao District No. 2, Qingdao, Shandong
1371	36.085636	120.446784	Laoshan District No. 1, Qingdao, Shandong
1372	36.090925	120.485470	Laoshan District No. 2, Qingdao, Shandong
1373	36.184570	120.380186	Licang District No. 1, Qingdao, Shandong
1374	36.154078	120.427178	Licang District No. 2, Qingdao, Shandong
1375	36.069711	120.336184	Shibei district No. 1, Qingdao, Shandong
1376	36.103886	120.361250	Shibei district No. 2, Qingdao, Shandong
1377	36.065250	120.403259	Shinan district No. 1, Qingdao, Shandong
1378	36.054169	120.294134	Tuan dao, Qingdao, Shandong
1379	36.240156	120.660697	Yang kou, Qingdao, Shandong
1380	35.381667	119.548611	Port Authority, Rizhao, Shandong
1381	35.462500	119.568889	Professor Garden, Rizhao, Shandong
1382	35.373611	119.508611	Jinma Industrial Park, Rizhao, Shandong
1383	35.293611	119.340000	Lanshan EPA branch, Rizhao, Shandong
1384	35.388889	119.490833	City Monitoring Station, Rizhao, Shandong
1385	35.407778	119.520556	City governement square, Rizhao, Shandong
1386	35.442222	119.532778	Vocational and Technical College, Rizhao, Shandong
1387	36.201944	117.041111	Transportation technical school, Taian, Shandong
1388	36.170000	117.159167	Nongda new campus, Taian, Shandong
1389	36.194167	117.098056	Population Education school, Taian, Shandong
1390	36.175833	117.118056	Shandong Electric Power School, Taian, Shandong
1391	36.194167	117.153611	Taishan monitoring station, Taian, Shandong
1392	36.657222	119.161389	Gongda Company, Weifang, Shandong
1393	36.773056	119.193889	Hanting District, Weifang, Shandong
1394	36.773056	119.109567	Jincheng Middle School, Weifang, Shandong
1395	36.719556	119.048167	BDA, Weifang, Shandong
1396	36.730556	119.091944	Liujiayuan, Weifang, Shandong
1397	36.681944	119.099944	Business School, Weifang, Shandong
1398	36.700833	119.162500	City EPA, Weifang, Shandong
1399	36.701944	119.140000	City Arbitration Committee, Weifang, Shandong
1400	36.641111	119.110833	Xinhui Group, Weifang, Shandong
1401	37.533921	122.051258	Gao District Bank, Weihai, Shandong
1402	37.426947	122.125771	Huxia technical school, Weihai, Shandong
1403	37.513634	122.141257	Lantian Hotel, Weihai, Shandong
1404	37.324535	122.155814	Woodworking Factory, Weihai, Shandong
1405	37.512926	122.062005	City Environmental Monitoring Station, Weihai, Shandong
1406	37.484588	122.044421	Zhang village government, Weihai, Shandong
1407	37.672833	121.066250	Dajijia, Yantai, Shandong
1408	37.471414	121.255093	Fushan Monitoring Stations, Yantai, Shandong
1409	37.602407	121.142166	BDA zone B, Yantai, Shandong
1410	37.559978	121.252922	BDA EPA, Yantai, Shandong
1411	37.477439	121.443070	Laishan EPA, Yantai, Shandong
1412	37.426096	121.403124	Laishan Shengquan Industrial Park, Yantai, Shandong
1413	37.523683	121.355367	Ludong Univertity, Yantai, Shandong
1414	37.376055	121.581726	Mouping EPA, Yantai, Shandong
1415	37.546224	121.318561	Xijiao Chemical Station, Yantai, Shandong
1416	37.422767	121.506840	China Agricultural University, Yantai, Shandong
1417	37.543111	121.371706	Bearing Factory, Yantai, Shandong
1418	34.822500	117.357500	High-tech zone, Zaozhuang, Shandong
1419	35.070833	117.451667	Shanting EPA, Zaozhuang, Shandong
1420	34.810278	117.314722	City EPA, Zaozhuang, Shandong
1421	34.851389	117.563889	Shizhong District Government, Zaozhuang, Shandong
1422	34.580556	117.735278	Taierzhuang EPA, Zaozhuang, Shandong
1423	34.820000	117.589722	Sewage treatment plant, Zaozhuang, Shandong
1424	34.791111	117.266667	Xuecheng EPA, Zaozhuang, Shandong
1425	34.773889	117.570833	Yicheng District government, Zaozhuang, Shandong
1426	36.497222	117.847778	Boshan shuangshan, Zibo, Shandong
1427	36.838056	118.044722	Dongfeng Chemical factory, Zibo, Shandong
1428	36.665556	117.923333	Fenghuang shan, Zibo, Shandong
1429	36.904722	118.015833	BDA, Zibo, Shandong
1430	36.819722	118.309167	Linzi Putian Park, Zibo, Shandong
1431	36.803056	118.024444	Nan ding, Zibo, Shandong
1432	36.765556	118.249167	Qilu Petrochemical, Zibo, Shandong
1433	36.459722	117.870278	Qinglong shan, Zibo, Shandong
1434	36.808333	118.042222	People's Park, Zibo, Shandong
1435	36.843333	118.017500	Xinqu, Zibo, Shandong
1436	36.825000	117.920556	Vocational College, Zibo, Shandong
1437	36.804167	117.851111	Zhoucun sanjin Group, Zibo, Shandong
1438	36.637778	117.954444	Zichuan Meteo. Stations, Zibo, Shandong
1439	31.300800	121.467000	Hongkou Liangcheng, Shanghai
1440	31.226100	121.425000	Jingan, Shanghai
1441	31.201014	121.483231	Shanghai Normal College Primary Division, Shanghai
1442	31.190700	121.703000	Chuansha, Shanghai
1443	31.228400	121.533000	Lingshan Road, Shanghai
1444	31.207100	121.577000	Zhangjiang, Shanghai
1445	31.234814	121.410728	Putuo, Shanghai
1446	31.093500	120.978000	Dianshan Lake, Shanghai
