st a	Latitude	Longitude	Name
530	40.707576	122.277248	Daqing Road, Yingkou, Yingkou
531	40.652260	122.216748	jinghu west street, Yingkou, Yingkou
532	40.680303	122.379967	No.3 water company, Yingkou
533	40.666988	122.172810	Xi paotai, Yingkou
534	40.681937	122.382897	Yingkou University, Yingkou
535	40.710069	122.276386	Botanical garden, Yingkou
536	29.425556	113.150556	Chenglingji, Yueyang
537	29.353889	113.001944	Junshan, Yueyang
538	29.378056	113.170833	BDA, Yueyang
539	29.472746	113.272313	Yunxi District, Yueyang
540	35.085079	111.047401	Airport new district, Yuncheng
541	35.051312	111.023681	Yudou BDA, Yuncheng
542	24.341111	102.496389	Dayingjie town, Yuxi
543	24.369444	102.577778	Dongfeng Reservoir, Yuxi
544	24.360278	102.543333	City Monitoring Station, Yuxi
545	29.129167	110.466944	Power Administration Bureau, Zhangjiajie
546	29.349475	110.544807	Weiyang Road, Zhangjiajie
547	29.113117	110.500681	Yongding District, Zhangjiajie
548	29.300000	110.416667	Yuanjiajie, Zhangjiajie
549	34.953600	113.636400	Gangli Reservoir, Zhengzhou
550	34.808300	113.565000	Water Supply Company, Zhengzhou
551	34.718700	113.727000	Economic Development Zone Management Committee, Zhengzhou
552	34.749600	113.599100	City Monitoring Station, Zhengzhou
553	34.773200	113.733900	No. 47 middle school, Zhengzhou
554	34.754500	113.681000	Tobacco Factory, Zhengzhou
555	34.801900	113.675000	Banking College, Zhengzhou
556	34.774500	113.641000	Textile Machinery Factory, Zhengzhou
557	29.482200	106.364000	Baishiyi, Chongqing
558	29.427200	106.591000	Caijia, Chongqing
559	29.489200	106.634000	Chayuan, Chongqing
560	29.573600	106.460000	Gaojia Garden, Chongqing
561	29.598300	106.296000	Huqi, Chongqing
562	29.564200	106.571000	Liberation Monument, Chongqing
563	29.827200	106.379000	Jinyun Mountain, Chongqing
564	29.712500	106.617000	Konggang, Chongqing
565	29.722800	106.626000	Liang lu, Chongqing
566	29.645300	106.562000	Lijia, Chongqing
567	29.518600	106.540000	Nanping, Chongqing
568	29.709200	106.452000	Nanquan, Chongqing
569	29.621900	106.650000	Tangjiatuo, Chongqing
570	29.826400	106.424000	Tiansheng, Chongqing
571	29.489200	106.468000	Xinshan village, Chongqing
572	29.516400	106.512000	Yangjiaping, Chongqing
573	29.509200	106.509000	Yuxin Street, Chongqing
574	27.833611	113.251389	Dajing, Zhuzhou
575	27.838056	113.143333	Railway station, Zhuzhou
576	27.852778	113.130000	City Monitoring Station, Zhuzhou
577	27.797906	113.190211	No.4 middle school, Zhuzhou
578	27.824444	113.134722	Tiantai shanzhuang, Zhuzhou
579	27.886667	113.095278	Zhuye Hospital, Zhuzhou
580	29.341100	104.769200	Chunhua Road, Zigong
581	29.362800	104.754700	Datang Hill, Zigong
582	29.356400	104.774700	Tanmulin Street, Zigong
583	29.358600	104.721400	Yanma Road, Zigong
584	27.686944	106.922222	Dingzikou, Zunyi
585	27.701944	106.924167	Fenghuang shan, Zunyi
586	27.720000	106.917778	Gantianba, Zunyi
587	27.648611	106.890556	Zhongzhuang, Zunyi
588	27.687778	106.923056	Zhoushui  Bridge, Zunyi
589	29.563010	106.551557	Chongqing
590	38.914003	121.614682	Dalian
591	40.000500	124.354707	Dandong
592	19.521134	109.580811	Danzhou
593	46.589310	125.103784	Daqing
594	40.078414	113.304405	Datong
595	31.126856	104.398021	Deyang
596	37.434093	116.357465	Dezhou
597	38.516168	114.990251	Dingzhou
598	19.095361	108.651775	Dongfang
599	23.053600	113.781900	Dongguan
600	37.434751	118.674767	Dongying
601	39.608266	109.781327	Eerduosi
602	30.272156	109.488172	Enshi
603	30.391940	114.894843	Ezhou
604	23.001900	113.104700	Foshan
605	41.880872	123.957208	Fushun
606	42.021619	121.670324	Fuxin
607	30.048735	119.960109	Fuyang
608	26.074508	119.296494	Fuzhou
609	23.653100	116.617500	Municipal Corporation, Chaozhou
610	23.671389	116.633889	Xiyuan Road, Chaozhou
611	23.012800	113.794400	Dongcheng Shijing, Dongguan
612	23.060000	113.748056	Guancheng No.2 water plant, Dongguan
613	22.965800	113.738300	Nancheng Xiping, Dongguan
614	23.027778	113.746111	Nancheng Yuanling, Dongguan
615	23.053600	113.781900	Experimental Middle  School, Dongguan
616	22.882200	112.836600	Gaoming kongtang, Foshan
617	23.042200	113.100000	Huicai technical school, Foshan
618	23.049400	113.140300	Nanhai Bureau of Meteorology, Foshan
619	23.166400	112.885800	Sanshui Monitoring Station, Foshan
620	23.188600	112.860300	Sanshuiyun donghai, Foshan
621	23.004760	113.134080	Wan liang, Foshan
622	22.947700	113.351600	Panyu city bridge, Guangzhou
623	23.133100	113.259700	Gongyuan qian, Guangzhou
624	23.105000	113.261200	Hai zhubao gang, Guangzhou
625	23.091600	113.347900	Haizhu chisha, Guangzhou
626	23.391700	113.214700	Huadu town, Guangzhou
627	23.105000	113.433200	Huangbu dashadi, Guangzhou
628	23.142200	113.234700	Liwan xicun, Guangzhou
629	23.154400	113.276500	LuHu, Guangzhou
630	23.310800	113.561900	Luogang Zhenlong, Guangzhou
631	23.106400	113.332800	Modiesha station, Guangzhou
632	23.131900	113.322000	Tianhe cheng, Guangzhou
633	23.650200	113.624600	Tianhu, Guangzhou
634	23.141191	113.258374	Guangzhou US Consulate
635	22.710800	113.548500	wanqing sha, Guangzhou
636	23.420833	113.073056	Zhudong, Guangzhou
637	23.723330	114.689200	Heyuan high school, Heyuan
638	23.758610	114.694400	No.3 elementary school, Heyuan
639	23.756940	114.677800	City water company, Heyuan
640	22.742200	114.531600	Daya bay management committee, Huizhou
641	23.053056	114.418333	Henan'an, Huizhou
642	22.783300	114.459700	Huiyang chuanhu, Huizhou
643	23.114200	114.410300	Jiangbei, Huizhou
644	22.939800	114.380600	Jinguo Bay, Huizhou
645	23.082222	114.405278	Xiabu, Huizhou
646	23.340600	114.107700	Xijiao, Huizhou
647	22.606900	113.103600	Beijie, Jiangmen
648	22.593100	113.081900	Donghu, Jiangmen
649	22.060800	112.760700	Duanfen, Jiangmen
650	22.532500	113.024400	Guifengxi, Jiangmen
651	22.586277	112.581444	Shuangqiao, Jiangmen
652	22.727900	112.929000	Taoyuan Atmosphere Premier Station, Jiangmen
653	22.581100	113.073900	Xiqu, Jiangmen
654	23.535278	116.369722	Donghu Park, Jieyang
655	23.573889	116.359444	Experimental Primary School, Jieyang
656	23.529200	116.409400	Yuhu Middle School, Jieyang
657	21.693333	110.866667	Gaoling, Maoming
658	21.665000	110.905000	Jiankang road, Maoming
659	21.651667	110.933333	Petrochemical No. 7 elementaty school, Maoming
660	21.468900	111.028600	Maogang sub-office EPB, Maoming
661	24.265400	116.124800	Environmental Monitoring Center, Meizhou
662	24.328056	116.123333	Jiaying University, Meizhou
663	24.271900	116.079700	Mexian new town, Meizhou
664	23.710556	113.020833	Town governement, Qingyuan
665	23.627222	113.062222	Fupin district, Qingyuan
666	23.253639	116.402056	Chaonanzi Station, Shantou
667	23.250000	116.603333	Chaoyangzi, Shantou
668	23.471389	116.751944	Chenghaizi, Shantou
669	23.277500	116.725833	Haojiangzi, Shantou
670	23.366667	116.679444	Jinpingzi, Shantou
671	23.363889	116.724444	Longhuzi, Shantou
672	22.775000	115.365278	City EPA, Shanwei
673	22.786667	115.362778	City government, Shanwei
674	22.792500	115.362222	Xincheng Middle School, Shanwei
675	24.810833	113.539722	Bihu shanzhuang, Shaoguan
676	24.686111	113.596389	Qujiang Monitoring Station, Shaoguan
677	24.793889	113.641388	Shaoguan University, Shaoguan
678	24.770833	113.578333	No.8 middle school, Shaoguan
679	24.799166	113.606944	Forest area, Shaoguan
680	22.765556	113.253056	Ronggui street committee, Shunde
681	22.809444	113.287778	Shunde sugang, Shunde
682	21.853611	111.950833	Nan'en road, Yangjiang
683	21.858611	111.978611	Yuanyang Lake, Yangjiang
684	22.953889	112.053888	Muyang police sub-station, Yunfu
685	22.939444	112.036944	City Environmental Monitoring Station, Yunfu
686	22.916944	112.039167	The new city government headquarters, Yunfu
687	21.199722	110.401944	EPB Dormitory, Zhanjiang
688	21.267917	110.331556	Mazhang EPA, Zhanjiang
689	21.250000	110.450000	Potou District EPB, Zhanjiang
690	21.222778	110.392778	City Environmental Monitoring Station, Zhanjiang
691	21.202778	110.411111	Xiashan Swimming Park, Zhanjiang
692	21.270555	110.361944	Zhanjiang Theatre, Zhanjiang
693	23.052800	112.470800	Chengzhongzi station, Zhaoqing
694	23.161700	112.565300	Kengkouzi station, Zhaoqing
695	23.070500	112.426600	Mugangzi station, Zhaoqing
696	23.078600	112.472200	Qixingyanzi station, Zhaoqing
697	22.488600	113.433600	Yangtze River tourist area, Zhongshan
698	22.521100	113.368900	Huabai Park, Zhongshan
699	22.548100	113.365000	Zhangxi, Zhongshan
700	22.507800	113.401700	Zimaling, Zhongshan
701	22.228056	113.298889	Doumen, Zhuhai
702	22.261111	113.573611	Jida, Zhuhai
703	22.229444	113.494600	Qianshan, Zhuhai
704	22.425000	113.628333	Tang jia, Zhuhai
705	23.141191	113.258374	Guangzhou
706	25.273566	110.290195	Guilin
707	26.647661	106.630154	Guiyang
708	45.803775	126.534967	Haerbin
709	20.030793	110.328859	Haikou
710	36.625604	114.539085	Handan
711	30.274085	120.155070	Hangzhou
712	38.942000	115.942000	An xinmin zhengju, Baoding
713	38.842000	115.461000	Surface water Company, Baoding
714	39.332000	115.880000	Gaobeidian EPA, Baoding
715	38.896000	115.522000	Huadian II, Baoding
716	38.876000	115.442000	Film Factory, Baoding
717	38.911000	115.471000	Reception Center, Baoding
718	38.955000	115.329000	Man cheng shuiwu ju, Baoding
719	38.771000	115.496000	Qingyuan City Hall, Baoding
720	38.871000	115.521000	City Monitoring Station, Baoding
721	39.025000	115.662000	Xushui EPA, Baoding
722	38.863000	115.493000	Natatorium, Baoding
723	39.492000	116.034000	Zhouzhou Monitoring Stations, Baoding
724	38.089000	116.585000	Poyoushi City Hall, Cangzhou
725	38.299000	116.885000	Cangxian Urban Construction Bureau, Cangzhou
726	38.323000	116.871000	Municipal EPB, Cangzhou
727	38.325000	116.858000	TV Broadcast Station, Cangzhou
728	38.377000	117.337000	Huanghua Finance Bureau Training Center, Cangzhou
729	38.589000	116.810000	Qing County City Hall, Cangzhou
730	38.737000	116.119000	Ren qiu hua you ba chu, Cangzhou
731	40.775000	118.170000	Chengde County EPA, Chengde
732	41.215000	116.652000	Fengning County City Hall, Chengde
733	40.936000	117.963000	BDA, Chengde
734	41.011000	117.938000	Ligong, Chengde
735	40.949000	117.344000	Luanping EPA, Chengde
736	40.916000	117.966000	Railway, Chengde
737	40.973000	117.818000	Cultural Center, Chengde
738	40.423000	117.507000	Xinglong County City Hall, Chengde
739	40.984000	117.952000	Bank of China, Chengde
740	38.522000	114.997000	Ding zhou wuzhuang bu, Dingzhou
741	36.380000	114.384000	Ci County Vocational Education Center, Handan
742	36.620000	114.496000	CongTai Park, Handan
743	36.616000	114.543000	East Sewage Factory, Handan
744	36.423000	114.240000	Fengfeng mine Inland Revenue Department, Handan
745	36.578000	114.504000	Mine Hospital, Handan
746	36.589000	113.686000	Shexian EPA, Handan
747	36.618000	114.513000	City EPA, Handan
748	36.686000	114.263000	Wuan BDA, Handan
749	36.783000	114.497000	Yongnian government guesthouse, Handan
750	38.238000	115.532000	Anping EPA, Hengshui
751	37.758000	115.695000	Electrical Machine North Factory, Hengshui
752	37.739000	115.690000	Hengshui City EPB, Hengshui
753	37.738000	115.643000	Environmental Monitoring Station, Hengshui
754	37.548000	115.581000	Jizhou EPA, Hengshui
755	39.132000	116.398000	Ba zhou shun da ranqi, Langfang
756	39.534000	116.737000	North China Institute of Aerospace, Langfang
757	39.890000	116.998000	Da chang weisheng ju, Langfang
758	39.445000	116.305000	Guan Party School, Langfang
759	39.557000	116.715000	Environmental Monitoring Supervision Center, Langfang
760	39.575000	116.773000	BDA, Langfang
761	39.988000	117.085000	Three Rivers Department of Transportation, Langfang
762	38.880000	116.464000	Wenan County EPA, Langfang
763	39.766000	117.009000	Xianghe EPA, Langfang
764	39.518000	116.684000	TCM Medical Material Company, Langfang
765	39.828000	119.526000	Beidaihe, Qinhuangdao
766	39.713000	119.167000	Changli EPA, Qinhuangdao
767	40.018000	119.762000	Shanhai Pass, Qinhuangdao
768	39.882000	119.251000	Fu ning dangxiao, Qinhuangdao
769	39.942000	119.537000	Contruction Plazz, Qinhuangdao
770	40.418000	118.952000	Qinglong EPA, Qinhuangdao
771	39.957000	119.602000	City Monitoring Station, Qinhuangdao
772	39.936000	119.607000	City government, Qinhuangdao
773	37.910000	114.354000	Fenglong Montain, Shijiazhuang
774	38.039000	114.862000	Gaocheng Experimental School, Shijiazhuang
775	38.040000	114.605000	High-tech zone, Shijiazhuang
776	37.623000	114.607000	Gaoyi County City Hall, Shijiazhuang
777	38.055000	114.564000	Chemical College, Shijiazhuang
778	38.071000	114.069000	Jingxing kuangqu qu wei dalou, Shijiazhuang
779	38.038000	114.152000	Jingxing Bureau of Meteorology, Shijiazhuang
780	38.040000	115.079000	Jin zhou bo na de, Shijiazhuang
781	38.315000	114.367000	Ling shou gongshui, Shijiazhuang
782	37.906000	114.633000	Luancheng Communications, Shijiazhuang
783	38.085000	114.347000	Lu quan yi zhong, Shijiazhuang
784	38.266000	114.204000	Pingshan Ye River, Shijiazhuang
785	38.052000	114.521000	People's Hall, Shijiazhuang
786	38.197000	115.213000	Shenze Power Supply Bureau, Shijiazhuang
787	38.031000	114.542000	Shiji Park, Shijiazhuang
788	38.178000	114.991000	Wuji EPA, Shijiazhuang
789	38.140000	114.502000	Northwest Water Company, Shijiazhuang
790	38.012000	114.467000	Xinan College, Shijiazhuang
791	38.444000	114.560000	Xing tang xianwei bangong lou, Shijiazhuang
792	38.349000	114.690000	Xin yue shiwei dong lou, Shijiazhuang
793	37.766000	114.517000	Yuan shi zhu jian ju, Shijiazhuang
794	37.672000	114.392000	Zanhuang County City Hall, Shijiazhuang
795	37.771000	114.770000	Zhaoxian EPA, Shijiazhuang
796	38.159000	114.593000	Zhengding Unicom, Shijiazhuang
797	38.051000	114.455000	Worker hospital, Shijiazhuang
798	39.290000	118.456000	Caofeidian Xinli  Primary School, Tangshan
799	39.582000	118.091000	Fengnan District City Hall, Tangshan
800	39.839000	118.169000	Fengrun City Hall, Tangshan
801	39.631000	118.166000	Supply and marketing cooperatives, Tangshan
802	39.740000	118.454000	Guye District City Hall, Tangshan
803	39.674000	118.269000	Kaiping Stations, Tangshan
804	39.643000	118.144000	Leidazhanzi Station, Tangshan
805	40.003000	118.711000	Qianan No.1 middle school, Tangshan
806	40.152000	118.311000	Qianxi EPA, Tangshan
807	39.658000	118.184000	No. 12 middle school, Tangshan
808	39.668000	118.219000	Ceramics Company, Tangshan
809	39.641000	118.185000	Commodities Bureau, Tangshan
810	39.630000	118.200000	Xiaoshan, Tangshan
811	39.630000	118.200000	Xiaoshanzi Station, Tangshan
812	40.205000	117.991000	Zunhua EPA, Tangshan
813	37.097000	114.482000	Dahuo fontain, Xingtai
814	37.062000	114.485000	Environment protection office, Xingtai
815	37.096000	114.533000	Road and Bridge Corporation, Xingtai
816	37.293000	114.519000	Cultural centers within the mound, Xingtai
817	36.861000	114.510000	Shahe xuanchuan wenhua zhongxin, Xingtai
818	37.053000	114.526000	Xingtai Normal College, Xingtai
819	37.949000	115.224000	Xinji City Hall, Xinji
820	40.919000	115.838000	Chicheng beishan, Zhangjiakou
821	40.980000	115.289000	chong li meng te fang dan jiudian, Zhangjiakou
822	40.680000	114.392000	Huaian EPA, Zhangjiakou
823	40.421000	115.524000	Huailai Fuqian Primary School, Zhangjiakou
824	40.837000	114.898000	People's Park, Zhangjiakou
825	40.769000	114.903000	Century Compound, Zhangjiakou
826	40.795000	114.892000	Tanji Chang, Zhangjiakou
827	40.811000	114.881000	Hardware Warehouse, Zhangjiakou
828	40.508000	115.296000	Xiahuayuan EPA, Zhangjiakou
829	40.615000	115.106000	Xuanhua qu junying fenghuang cheng, Zhangjiakou
830	31.821448	117.227271	Hefei
831	37.738920	115.670177	Hengshui
832	23.743538	114.700447	Heyuan
833	35.233750	115.480656	Heze
834	22.280019	114.185336	Causeway Bay, HongKong
835	22.279657	114.171987	Central, HongKong
836	22.284880	114.144075	Central/Western, HongKong
837	22.282896	114.219337	Eastern, HongKong
838	22.356859	114.129490	Kwai Chung, HongKong
839	22.313409	114.224700	Kwun Tong, HongKong
840	22.322115	114.168733	Mong Kok, HongKong
841	22.376491	114.184668	Sha Tin, HongKong
842	22.330030	114.159173	Sham Shui Po, HongKong
843	22.450977	114.164140	Tai Po, HongKong
844	22.471249	114.360804	Tap Mun, HongKong
845	22.371703	114.114440	Tsuen Wan, HongKong
846	22.390373	113.976280	Tuen Mun, HongKong
847	22.288916	113.943539	Tung Chung, HongKong
848	22.445058	114.022552	Yuen Long, HongKong
849	33.610360	119.015288	Huai'an
850	30.453906	114.872316	Huanggang
851	30.199652	115.038520	Huangshi
852	30.272156	109.488172	Enshi, Hubei
853	30.413333	114.813056	Fankou BDA, Ezhou, Hubei
854	30.394528	114.887778	City government, Ezhou, Hubei
855	30.391940	114.894843	Ezhou, Hubei
856	30.371667	114.898611	Zhaojiaba, Ezhou, Hubei
857	30.448889	114.895278	Dazhou Island, Huanggang, Hubei
858	30.453906	114.872316	Huanggang, Hubei
859	30.471922	114.907456	Workers Center, Huanggang, Hubei
860	30.202778	115.076667	Chenjiawan, Huangshi, Hubei
861	30.209944	115.026389	BDA, Huangshi, Hubei
862	30.235194	115.062472	Chenjiaying, Huangshi, Hubei
863	30.206603	114.901414	Tie montian, Huangshi, Hubei
864	30.199652	115.038520	Huangshi, Hubei
865	30.175989	114.949269	Xinxialu, Huangshi, Hubei
866	31.035423	112.199265	Jingmen, Hubei
867	30.335165	112.239741	Jingzhou, Hubei
868	30.402110	112.900079	Qianjiang, Hubei
869	32.649444	110.780000	Riverside Village, Shiyan, Hubei
870	32.638889	110.725833	Liujiagou, Shiyan, Hubei
871	32.571389	110.883889	tie er chu, Shiyan, Hubei
872	32.629397	110.797991	Shiyan, Hubei
873	32.395000	111.041944	Wudang Mountain, Shiyan, Hubei
874	32.835175	110.811486	Yunyang County District automatic air station, Shiyan, Hubei
875	31.690216	113.382458	Suizhou, Hubei
876	30.663372	113.166530	Tianmen, Hubei
877	32.019722	112.155000	Xiangcheng Yundong Street, Xiangfan, Hubei
878	32.008986	112.122415	Xiangyang, Hubei
879	29.885558	114.323678	Yangtze River Industrial Park, Xianning, Hubei
880	29.817817	114.323283	Qianshan Park, Xianning, Hubei
881	29.821111	114.323056	Municipal Development and Reform Commission, Xianning, Hubei
882	29.841443	114.322492	Xianning, Hubei
883	29.513611	114.176389	Xianan District Governement, Xianning, Hubei
884	30.362641	113.454593	Xiantao, Hubei
885	30.920419	113.938408	Dongcheng District, Huludao, Xiaogan, Hubei
886	30.924568	113.916903	Xiaogan, Hubei
887	30.928333	113.915556	wenhua street, Shenyang, Xiaogan, Hubei
888	30.691967	111.286471	Yichang, Hubei
889	40.842299	111.749138	Huhehaote
890	23.082222	114.405278	Huizhou
891	40.711052	120.836932	Huludao
892	30.894348	120.086823	Huzhou
893	24.340334	124.187210	Maezato, Ishigaki, Okinawa Prefecture, Japan
894	24.803538	125.287967	Hirara, Miyakojima, Okinawa Prefecture, Japan
895	22.606900	113.103600	Jiangmen
896	31.910800	119.905000	Anjia, Changzhou
897	31.808900	119.962000	Changzhou Engineering Institute, Changzhou
898	31.778600	119.933000	Chengjian School, Changzhou
899	31.763800	120.039300	Lucheng, Changzhou
900	31.779235	119.974677	City Monitoring Station, Changzhou
901	31.703900	119.935000	Wujin Monitoring Station, Changzhou
902	33.575000	119.007000	Beijing South, Huai'an
903	33.598100	119.036000	Bochi montain, Huai'an
904	33.503900	119.135000	Chuzhou Monitoring Station, Huai'an
905	33.627000	119.012200	Huaiyin Monitoring Station, Huai'an
906	33.607195	118.999337	City Monitoring Station, Huai'an
907	34.589600	119.141000	Hongmen police substation, Lianyungang
908	34.698400	119.348000	Hengrui pharmaceutical company, BDA, Lianyungang
909	34.587772	119.181323	City Monitoring Station, Lianyungang
910	34.750700	119.368000	Xugou Nuclear Expert Village, Lianyungang
911	32.009200	118.737000	Olympic Center, Nanjing
912	32.055618	118.754821	Caochang men, Nanjing
913	32.108300	118.803000	Mai gao qiao, Nanjing
914	32.087800	118.626000	Pukou, Nanjing
915	32.031400	118.803000	Ruijin Road, Nanjing
916	32.070000	118.774000	Shanxi Road, Nanjing
917	32.109185	118.914849	Xianlin University Town, Nanjing
918	32.077500	118.795000	Xuanwu Lake, Nanjing
919	32.002639	118.775672	Zhonghua men, Nanjing
920	32.020000	120.870000	Chengzhong, Nantong
921	32.004195	120.858260	Hongqiao, Nantong
922	31.960000	120.913000	South suburb, Nantong
923	31.930000	120.940000	Xinghu park, Nantong
924	32.041700	120.810000	Zilang school, Nantong
925	33.958334	118.271519	City Monitoring Station, Suqian
926	33.952800	118.293000	Suqian College, Suqian
927	33.959200	118.244000	Suqian Middle School, Suqian
928	33.950600	118.321000	Suyu District Environmental Protection Agency, Suqian
929	31.298362	120.595489	Caixiang, Suzhou
930	31.285397	120.634642	Nanmen, Suzhou
931	31.247200	120.561000	Shangfang hill, Suzhou
932	31.309700	120.669000	Suzhou Industrial Area, Suzhou
933	31.299400	120.543000	Suzhou New District, Suzhou
934	31.270300	120.613000	Wuzhong District, Suzhou
935	31.370800	120.641000	Xiangcheng district, Suzhou
936	31.336065	120.617410	Zhagang chang, Suzhou
937	32.303000	119.882000	Gaogang Adminstrative office, Taizhoushi
938	32.486700	119.900000	Gongyuan lu, Taizhoushi
939	32.467505	119.925565	Lianhua, Taizhoushi
940	32.463900	119.888000	Students Innovation Park, Taizhoushi
941	31.486700	120.269000	University Town, Wuxi
942	31.584800	120.354000	Dongting, Wuxi
943	31.503100	120.242000	Qitang, Wuxi
944	31.621900	120.275000	Shibei High School, Wuxi
945	31.540237	120.360119	Wangzhuang, Wuxi
946	31.684200	120.288000	Yanqiao, Wuxi
947	31.563100	120.245000	Yuhong Elementary School, Wuxi
948	34.241700	117.192000	Huaita, Xuzhou
949	34.272735	117.171443	Yellow river new village, Xuzhou
950	34.277800	117.293300	Agricultural Science Academy, Xuzhou
951	34.291100	117.244000	Taoyuan road, Xuzhou
952	34.180600	117.166000	Tongshan EPA, Xuzhou
953	34.308300	117.192000	Tongshan Veterinary Hospital, Xuzhou
954	34.215300	117.256000	New Town, Xuzhou
955	33.394700	120.225000	BDA Management Committe, Yancheng
956	33.392028	120.159463	City Monitoring Station, Yancheng
957	33.371900	120.129000	Wenfeng Middle School, Yancheng
958	33.402200	120.118000	Yancheng power station, Yancheng
959	32.387800	119.460000	Cheng dong caizheng suo, Yangzhou
960	32.403300	119.439000	No. 4 Hospital, Yangzhou
961	32.376100	119.389000	Hanjiang Monitoring Station, Yangzhou
962	32.408466	119.410426	City Monitoring Station, Yangzhou
963	32.131900	119.430000	Dantu Monitoring Station, Zhenjiang
964	32.204070	119.434335	City Monitoring Station, Zhenjiang
965	32.188300	119.680000	New District Administrative office, Zhenjiang
966	32.215000	119.491000	Vocational Education Center, Zhenjiang
967	35.215893	113.241823	Jiaozuo
968	30.753924	120.758543	Jiaxing
969	39.773130	98.289152	Jiayuguan
970	23.549993	116.372831	Jieyang
971	43.837883	126.549572	Jilin
972	38.520089	102.188043	Jinchang
973	35.490702	112.851831	Jincheng
974	31.035423	112.199265	Jingmen
975	27.980866	119.630237	Jingningxian
976	30.335165	112.239741	Jingzhou
977	29.079059	119.647445	Jinhua
978	35.414921	116.587099	Jining
979	37.687024	112.752695	Jinzhong
980	41.095120	121.127004	Jinzhou
981	34.797239	114.307582	Kaifeng
982	36.634133	127.447478	Bokdae-dong, Chungbuk, South Korea
983	36.731067	127.804633	Cheongcheon-myeon, Chungbuk, South Korea
984	36.636383	127.492100	Munhwa-dong(Cheongju), Cheongju-si, Chungbuk, South Korea
985	36.659633	127.485550	Naedeok-dong, Cheongju-si, Chungbuk, South Korea
986	36.644883	127.436833	Songjeong-dong, Cheongju-si, Chungbuk, South Korea
987	36.608817	127.501467	Yongam-dong, Cheongju-si, Chungbuk, South Korea
988	36.709057	127.421992	Cheongwon-gun, Chungbuk, South Korea
989	36.982089	127.918963	Chilgeum-dong, Chungju-si, Chungbuk, South Korea
990	36.964570	127.926160	Hoam-dong, Chungju-si, Chungbuk, South Korea
991	37.033400	128.295700	Maepo-eup, Dannyang-gun, Chungbuk, South Korea
992	37.139000	128.205117	Seobu-dong, Jecheon-si, Chungbuk, South Korea
993	36.782917	127.014500	Mojong-dong, Asan-si, Chungnam, South Korea
994	36.825139	127.110639	Baekseong-dong, Cheonan-si, Chungnam, South Korea
995	36.814250	127.152056	Seonghwang-dong, Cheonan-si, Chungnam, South Korea
996	36.941944	126.723417	Jeonggokri, Dangjin-gun, Chungnam, South Korea
997	37.021306	126.462389	Nanjido-ri, Dangjin-gun, Chungnam, South Korea
998	36.736417	126.132183	Pado-ri, Chungnam, South Korea
999	36.526050	127.031183	Sagok-myeon, Chungnam, South Korea
1000	36.839225	127.137578	Seongseong-dong, Chungnam, South Korea
1001	36.779889	126.456083	Dongmun-dong, Seosan-si, Chungnam, South Korea
1002	36.991722	126.368278	Dokgot-ri, Seosan-si, Chungnam, South Korea
1003	35.891111	128.565000	Nowon-dong, Buk-gu, Daegu, South Korea
1004	35.920278	128.552222	Taejeon-dong, Buk-gu, Daegu, South Korea
1005	35.697500	128.445833	Hyeonpung-myeon, Dalseong-gun, Daegu, South Korea
1006	35.887681	128.633376	Sinam-dong, Dong-gu, Daegu, South Korea
1007	35.868333	128.697222	Yulha-dong, Dong-gu, Daegu, South Korea
1008	35.870833	128.586111	Suchang-dong, Jung-gu, Daegu, South Korea
1009	35.842500	128.573333	Daemyeong-dong, Nam-gu, Daegu, South Korea
1010	35.865728	128.591583	Namsan-dong, Daegu, South Korea
1011	35.879350	128.562478	Pyeongri-dong, Daegu, South Korea
1012	35.866389	128.546944	Ihyeon-dong, Seo-gu, Daegu, South Korea
1013	35.861944	128.642222	Manchon-dong, Suseong-gu, Daegu, South Korea
1014	35.830367	128.631653	Jisan-dong, Suseong-gu, Daegu, South Korea
1015	36.446944	127.404722	Munpyeong-dong, Daedeok-gu, Daejeon, South Korea
1016	36.372778	127.417222	Eumnae-dong, Daedeok-gu, Daejeon, South Korea
1017	36.323889	127.418333	Daeheungdong1, Daejeon, South Korea
1018	36.344444	127.437222	Seongnam-dong, Dong-gu, Daejeon, South Korea
1019	36.316111	127.437778	Munchang-dong, Jung-gu, Daejeon, South Korea
1020	36.354444	127.383056	Dunsan-dong, Seo-gu, Daejeon, South Korea
1021	36.304667	127.366717	Jeongnim-dong, Seo-gu, Daejeon, South Korea
1022	36.351111	127.354167	Wolpyeong-dong, Daejeon, South Korea
1023	36.368200	127.318500	Noeun-dong, Yuseong-gu, Daejeon, South Korea
1024	36.372483	127.373850	Guseong-dong, Yuseong-gu, Daejeon, South Korea
1025	38.224433	127.958583	Bangsan-myeon, Gangwon, South Korea
1026	37.430050	128.664717	Bukpyeong-myeon, Gangwon, South Korea
1027	37.360494	128.125550	Chiaksan, Gangwon, South Korea
1028	37.857430	127.750250	Seoksa-dong, Chuncheon-si, Gangwon, South Korea
1029	37.875450	127.720267	Jungang-way, Chuncheon-si, Gangwon, South Korea
1030	37.524817	129.114233	Cheongok-dong, Donghae-si, Gangwon, South Korea
1031	37.760000	128.903056	Okcheon-dong, Gangneung-si, Gangwon, South Korea
1032	38.288050	128.385650	Ganseong-eup, Gangwon, South Korea
1033	37.442667	129.168400	Namyang-dong1, Samcheok-si, Gangwon, South Korea
1034	37.352817	127.947583	Jungang-dong, Wonju-si, Gangwon, South Korea
